AccID	Location	Exon	R900_Junc_Inclusive::Exclusive	Y58S_Junc_Inclusive::Exclusive	R900_Exp_Inclusive::Exclusive	Y58S_Exp_Inclusive::Exclusive	delta_PSI	P-Value	FDR	SplicingType
LOC_Os01g56820	Chr1:32816815-32816820	4	856::129	879::70	1061::1356	1069::1318	-0.057202612421303756	0.5783320170519058	0.9989978565313636	A3SS
LOC_Os01g55020	Chr1:31637455-31637775	4	788::649	696::546	229::572	192::699	-0.012041641151255389	0.5783481656092315	0.9989978565313636	Cassette
LOC_Os07g29330	Chr7:17201531-17202094	8	0::342	47::244	123::462	64::304	-0.16151202749140894	0.5788210940391187	0.9989978565313636	A5SS
LOC_Os05g38219	Chr5:22409993-22410104	5	280::68	224::14	172::196	150::139	-0.13657876943880998	0.5788356518462177	0.9989978565313636	Cassette
LOC_Os02g55720	Chr2:34119644-34119822	7	157::1711	25::486	183::1157	44::519	0.03042380513557426	0.5791318150276136	0.9989978565313636	A3SS
LOC_Os01g64720	Chr1:37553990-37554000	6	1171::117	1218::30	1128::1467	1173::1422	-0.06680004777830861	0.5792348097953399	0.9989978565313636	A3SS
LOC_Os09g31438	Chr9:18920596-18921298	1	0::442	52::538	75::243	71::254	-0.08813559322033898	0.5794166874323149	0.9989978565313636	A5SS
LOC_Os07g46730	Chr7:27931418-27932769	2	626::36	460::77	339::810	532::939	0.08900853460255309	0.5801902509541262	0.9989978565313636	AltStart
LOC_Os02g33500	Chr2:19925716-19925730	6	43::517	8::570	96::687	56::722	0.0629448838358873	0.5804323903655277	0.9989978565313636	A3SS
LOC_Os06g39760	Chr6:23616057-23616152	2-3	52::1389	90::1146	87::1711	102::1358	-0.03672948262735559	0.5815282647319591	0.9989978565313636	Cassette
LOC_Os03g15020	Chr3:8198458-8198486	10	75::997	11::899	188::1008	108::846	0.057874774479252086	0.5816029768710171	0.9989978565313636	A3SS
LOC_Os01g61930	Chr1:35846496-35846630	1-2	60::348	28::411	102::457	53::456	0.08327750234490151	0.5817078771979541	0.9989978565313636	Cassette
LOC_Os01g07212	Chr1:3402497-3402502	4	487::873	397::1192	1118::1297	1172::1428	0.10824556694924667	0.5821199357241303	0.9989978565313636	A3SS
LOC_Os02g49270	Chr2:30115079-30115093	16	2601::45	2512::103	2567::2378	2492::1997	0.022381342594399167	0.5824105312700726	0.9989978565313636	A5SS
LOC_Os02g26294	Chr2:15445446-15445484	2	841::130	607::37	899::779	602::472	-0.07647375119744904	0.5833391835373827	0.9989978565313636	A3SS
LOC_Os04g42580	Chr4:25190693-25190735	6	2064::74	2096::136	2026::1521	2058::1592	0.026320112925019568	0.5839227134636961	0.9989978565313636	A5SS
LOC_Os02g41770	Chr2:25109674-25110506	1	168::0	181::22	88::70	83::100	0.10837438423645318	0.5842473867786507	0.9989978565313636	AltStart
LOC_Os01g72480	Chr1:42027033-42027210	4	1416::4	1131::41	2570::1416	2190::1046	0.03216603374513294	0.5852543534568103	0.9989978565313636	A3SS
LOC_Os01g62780	Chr1:36355350-36355404	2	175::3	160::35	197::224	196::268	0.1626332469029098	0.5859820463193997	0.9989978565313636	A3SS
LOC_Os02g43594	Chr2:26314106-26314277	4-5	43::311	15::252	74::291	16::236	0.06528915127277345	0.5860483996256317	0.9989978565313636	Cassette
LOC_Os01g61890	Chr1:35819235-35819316	2	139::1532	54::1467	152::3119	93::2608	0.047680763742081245	0.5861694619471914	0.9989978565313636	Cassette
LOC_Os06g40704	Chr6:24265944-24266019	4	2348::35	2462::83	1255::1244	1364::1302	0.017925597738400745	0.5870308117438979	0.9989978565313636	Cassette
LOC_Os05g22260	Chr5:12602536-12602639	2	47::2327	13::2302	67::1952	33::2004	0.014176347604763204	0.5877190433465472	0.9989978565313636	Cassette
LOC_Os05g34640	Chr5:20544388-20544528	3-4	160::3797	44::4885	141::3263	85::4084	0.03150791273998282	0.5880725069682452	0.9989978565313636	Cassette
LOC_Os10g36550	Chr10:19555936-19556249	2	489::569	434::443	1005::1814	893::1277	-0.03216821015070903	0.5881594792324044	0.9989978565313636	AltStart
LOC_Os02g10230	Chr2:5357607-5357688	1-2	46::978	8::990	36::640	20::675	0.03690584293587174	0.5889779627634695	0.9989978565313636	Cassette
LOC_Os07g31380	Chr7:18588747-18588770	3	596::2	501::27	528::707	471::626	0.04779188203101248	0.5891411478605766	0.9989978565313636	A3SS
LOC_Os01g09252	Chr1:4690233-4690257	4	337::683	170::560	549::1212	393::913	0.09699037725973345	0.5899312558241789	0.9989978565313636	A3SS
LOC_Os02g13850	Chr2:7508010-7508122	17	681::124	687::52	871::1085	869::935	-0.08367190848805262	0.5910901206048316	0.9989978565313636	A3SS
LOC_Os05g06470	Chr5:3330909-3331002	13-14	29::456	47::736	86::564	39::724	-2.3172835117377805E-4	0.5914017093225514	0.9989978565313636	Cassette
LOC_Os10g42940	Chr10:23152385-23152440	7	6::1947	34::1810	142::1666	163::1599	-0.01536912416574665	0.5915969175530786	0.9989978565313636	A5SS
LOC_Os04g47290	Chr4:28080620-28080772	14-15	607::107	353::116	299::485	195::502	0.09747481081985032	0.5938092495464921	0.9989978565313636	Cassette_multi
LOC_Os03g44710	Chr3:25197526-25197767	2	0::1287	22::1431	79::984	50::1080	-0.015141087405368204	0.5939338699032923	0.9989978565313636	A5SS
LOC_Os09g27690	Chr9:16853578-16853817	5	1967::160	2139::267	506::500	515::595	0.03574924934959267	0.5944381867190589	0.9989978565313636	Cassette
LOC_Os04g32404	Chr4:19433097-19433156	2-3	168::445	134::201	148::670	108::392	-0.12593800978792824	0.5957914346445902	0.9989978565313636	Cassette
LOC_Os02g53994	Chr2:33071212-33071270	4	1694::92	1162::134	2744::1495	2062::1161	0.051883303609694065	0.5958749295639342	0.9989978565313636	A3SS
LOC_Os05g50280	Chr5:28821681-28821688	9	1130::51	1076::17	1064::1330	966::1208	-0.028453926508845262	0.5979990892938877	0.9989978565313636	A3SS
LOC_Os02g54280	Chr2:33294153-33294286	1-2	81::121	108::69	64::345	75::362	-0.20586220022839735	0.598542443131542	0.9989978565313636	Cassette
LOC_Os05g38160	Chr5:22384541-22385624	1	37::675	0::731	57::483	101::655	0.05196629213483146	0.5990057781707091	0.9989978565313636	A5SS
LOC_Os05g51190	Chr5:29364039-29364121	2	209::111	172::140	142::113	128::198	0.10184294871794863	0.5990662747557519	0.9989978565313636	AltStart
LOC_Os03g46480	Chr3:26297741-26297788	2	302::261	281::152	354::670	347::587	-0.11254866087726989	0.599074438076191	0.9989978565313636	A3SS
LOC_Os09g08710	Chr9:4579006-4579089	3	150::98	238::72	462::723	539::849	-0.16290322580645156	0.5994804592306444	0.9989978565313636	A3SS
LOC_Os05g32990	Chr5:19337459-19337467	1-2	654::18	1180::91	906::1008	1148::1453	0.04481145329886482	0.5996912927343853	0.9989978565313636	A3SS
LOC_Os03g12840	Chr3:6905276-6905374	4-5	145::1349	100::1467	178::1236	119::1297	0.03323867689434616	0.6000891183737858	0.9989978565313636	Cassette
LOC_Os10g16440	Chr10:8200415-8200495	8	1756::12	1836::27	2137::1544	1982::1717	0.007705423306446302	0.6001636980319138	0.9989978565313636	A3SS
LOC_Os09g39320	Chr9:22605839-22605865	6-7	18::750	46::644	35::799	86::727	-0.043229166666666666	0.6005399773385031	0.9989978565313636	Cassette
LOC_Os05g08960	Chr5:4960885-4961608	4	205::6988	175::7660	310::8198	196::8850	0.006160295601933045	0.6017007509436318	0.9989978565313636	A3SS
LOC_Os01g01689	Chr1:341073-341128	14	20::285	67::259	43::251	92::290	-0.13994770190083478	0.6020851876102277	0.9989978565313636	A3SS
LOC_Os04g23890	Chr4:13650012-13650092	7-8	53::12	100::5	65::8	108::12	-0.13699633699633695	0.6022969825236684	0.9989978565313636	AltStart
LOC_Os01g32980	Chr1:18103022-18103042	7	619::253	646::166	691::1319	716::1282	-0.08570411714195325	0.6025712592225818	0.9989978565313636	A3SS
LOC_Os02g45490	Chr2:27668201-27668403	4	456::142	218::176	2600::644	2159::698	0.20924231363428014	0.6025944213587576	0.9989978565313636	A3SS
LOC_Os07g22390	Chr7:12567294-12567315	3-4	24::1476	34::1083	69::1934	134::1624	-0.01443867502238138	0.6027120115197377	0.9989978565313636	Cassette
LOC_Os07g04420	Chr7:1959181-1959197	3-4	68::25	227::132	105::115	359::335	0.09887081798304731	0.6031855704106921	0.9989978565313636	Cassette
LOC_Os07g04430	Chr7:1959181-1959197	before first	68::25	227::132	105::142	359::423	0.09887081798304731	0.603293891875741	0.9989978565313636	Cassette
LOC_Os07g04390	Chr7:1959181-1959197	9	68::25	227::132	105::132	359::416	0.09887081798304731	0.6033601704116226	0.9989978565313636	Cassette
LOC_Os01g44970	Chr1:25517118-25517308	6	2474::57	1696::7	858::1445	677::958	-0.01839726388399432	0.603841612362275	0.9989978565313636	Cassette
LOC_Os02g49270	Chr2:30111172-30111353	3	41::613	22::572	68::735	20::678	0.02783682727276606	0.6042986427958693	0.9989978565313636	A5SS
LOC_Os12g24170	Chr12:13781156-13781161	2	403::19	669::4	137::352	230::521	-0.039080160278303966	0.604490661715953	0.9989978565313636	A5SS
LOC_Os12g40920	Chr12:25333636-25333723	3	633::1	607::28	350::329	348::370	0.042517201122730386	0.6055323529790797	0.9989978565313636	Cassette
LOC_Os01g16180	Chr1:9165078-9165107	7	2623::27	3036::0	2425::2303	2786::2660	-0.010188679245282994	0.6057029650826845	0.9989978565313636	A5SS
LOC_Os01g10150	Chr1:5330658-5330677	13	6::3729	42::3363	777::3239	732::2942	-0.010725184552766814	0.6057906323726401	0.9989978565313636	A5SS
LOC_Os02g44010	Chr2:26574846-26574873	2-3	11::565	51::496	18::597	29::508	-0.0747869925782816	0.6062004490827156	0.9989978565313636	Cassette
LOC_Os03g46040	Chr3:26022497-26022909	10	469::79	295::9	278::106	185::20	-0.11455532078371111	0.6066550606448918	0.9989978565313636	AltEnd
LOC_Os09g32988	Chr9:19695398-19695420	1	29::1843	22::1939	128::1162	116::1260	0.004272687055705925	0.6068145307768187	0.9989978565313636	A5SS
LOC_Os03g55640	Chr3:31683356-31683375	3	201::620	236::588	205::821	246::890	-0.04158438087579672	0.6070235408655644	0.9989978565313636	A5SS
LOC_Os01g56820	Chr1:32818862-32819002	1-2	53::488	22::435	98::444	38::441	0.04982668451728504	0.6080211851255019	0.9989978565313636	Cassette
LOC_Os01g70010	Chr1:40497933-40497982	2	1444::33	1771::69	2017::1749	2841::3018	0.015157413676371023	0.6081892366033668	0.9989978565313636	A5SS
LOC_Os10g40220	Chr10:21534821-21535744	5-6	240::0	92::0	149::35	51::26	0.0	0.6092113132840162	0.9989978565313636	AltStart
LOC_Os10g02930	Chr10:1193511-1193661	2	321::90	337::25	1003::1513	1008::1407	-0.149917328709118	0.6092828993466155	0.9989978565313636	A5SS
LOC_Os04g58470	Chr4:34782589-34782599	5	45::2089	0::1471	747::2660	474::1794	0.021087160262417994	0.6099265205294012	0.9989978565313636	A3SS
LOC_Os01g67960	Chr1:39490121-39490262	8-9	132::1041	89::1171	245::1130	210::1213	0.041897048674542275	0.6102550896720371	0.9989978565313636	Cassette
LOC_Os03g03860	Chr3:1748132-1748219	before first	377::92	448::28	199::147	228::129	-0.1373385174965508	0.6114978225414639	0.9989978565313636	Cassette
LOC_Os06g19990	Chr6:11461657-11461736	1	185::199	135::71	242::115	139::81	-0.17356897249190945	0.6120792983342571	0.9989978565313636	A5SS
LOC_Os05g49890	Chr5:28622824-28622831	8	21387::7	28847::11	16301::13932	22095::21254	5.398225620334429E-5	0.612869073419169	0.9989978565313636	A3SS
LOC_Os01g33420	Chr1:18398533-18398538	5	2296::11	1536::30	2006::3119	1416::2158	0.014388991026810016	0.6133775359628254	0.9989978565313636	A3SS
LOC_Os07g22710	Chr7:12801684-12802245	2	761::16	717::6	880::1820	355::1201	-0.012293265405298626	0.6134552852494285	0.9989978565313636	A3SS
LOC_Os01g43170	Chr1:24637807-24637864	4	263::333	174::499	316::777	254::820	0.1827313342042542	0.6136347748843494	0.9989978565313636	Cassette
LOC_Os01g56490	Chr1:32557019-32558320	21	0::1626	37::1550	79::1189	65::1121	-0.023314429741650915	0.6140881728092066	0.9989978565313636	A5SS
LOC_Os02g52950	Chr2:32377818-32377833	2	1822::9	1534::4	1640::682	1413::761	-0.0023145665709544128	0.6143199476751181	0.9989978565313636	A5SS
LOC_Os12g38260	Chr12:23495520-23495525	2	11::89	38::64	37::107	42::118	-0.26254901960784316	0.6145605996710547	0.9989978565313636	A5SS
LOC_Os04g38820	Chr4:23094970-23094975	before first	34::126	8::146	188::239	176::224	0.16055194805194806	0.615089434952425	0.9989978565313636	A3SS
LOC_Os04g41820	Chr4:24770852-24770930	3	7::3327	7::4434	326::3273	294::4288	5.232211279243754E-4	0.6153816328994512	0.9989978565313636	A3SS
LOC_Os06g48750	Chr6:29506661-29506736	2	538::21760	174::17909	313::12925	115::10266	0.014504345265132529	0.6159371814777823	0.9989978565313636	Cassette
LOC_Os01g54190	Chr1:31166222-31166232	2	438::60	285::8	684::826	337::371	-0.09317817344463186	0.6159449106666331	0.9989978565313636	A3SS
LOC_Os06g47930	Chr6:28989463-28989545	2	151::111	21::144	131::215	26::164	0.4490631505898682	0.6167765323095847	0.9989978565313636	Cassette
LOC_Os01g70920	Chr1:41052490-41052849	1	52::770	5::643	48::438	24::348	0.05554429124988736	0.6169982120737363	0.9989978565313636	A5SS
LOC_Os03g13540	Chr3:7324610-7324638	7	435::1060	355::898	482::808	391::745	0.007649867742167915	0.617171907353512	0.9989978565313636	A3SS
ChrUn.fgenesh.gene.69	ChrUn:454041-454047	15	211::42	268::0	85::104	98::103	-0.1675868788567717	0.6173695607705898	0.9989978565313636	A3SS
LOC_Os05g29010	Chr5:17010674-17010754	1-2	3::628	23::490	40::406	42::289	-0.040079949830554545	0.61751789286183	0.9989978565313636	AltStart
LOC_Os05g46460	Chr5:26913909-26914035	10	1054::160	1043::89	1013::803	968::683	-0.05317380851200071	0.61777847128534	0.9989978565313636	A3SS
LOC_Os04g57650	Chr4:34323817-34323883	2-3	1012::368	1174::522	985::1704	1055::1514	0.04056710106640382	0.6178135756159999	0.9989978565313636	Cassette
LOC_Os01g59160	Chr1:34177922-34178540	5	0::583	64::899	31::703	57::1128	-0.06645898234683281	0.6179026871000467	0.9989978565313636	A3SS
LOC_Os03g24460	Chr3:13946490-13946765	7	2::1693	13::1471	64::1539	113::1377	-0.007580166813761738	0.6181622199936954	0.9989978565313636	A5SS
LOC_Os11g41410	Chr11:24853317-24853397	2-3	4::155	23::182	45::311	178::273	-0.08703788924681699	0.6184815398283621	0.9989978565313636	AltEnd
LOC_Os09g07480	Chr9:3746577-3746655	1-2	15::777	2::998	41::859	85::1146	0.01693939393939394	0.6196038939299675	0.9989978565313636	Cassette
LOC_Os04g51880	Chr4:30766303-30766397	9	1975::98	1235::22	2393::2543	1467::1528	-0.02977249256551151	0.6202237733925884	0.9989978565313636	A3SS
LOC_Os03g21550	Chr3:12319958-12320399	10	33::6145	21::7372	75::4392	77::5631	0.00250100965640067	0.6203087702895372	0.9989978565313636	A3SS
LOC_Os03g54770	Chr3:31138115-31138408	10	0::468	3::469	89::430	217::555	-0.006355932203389831	0.6203490763369646	0.9989978565313636	A3SS
LOC_Os04g27850	Chr4:16452906-16452928	6	219::1597	189::1416	530::1325	529::1191	0.0028377043105932698	0.6214464524467265	0.9989978565313636	A5SS
LOC_Os01g58444	Chr1:33783089-33783108	1	313::15	184::6	460::1228	301::1132	-0.014152759948652172	0.6216208736699569	0.9989978565313636	A5SS
LOC_Os01g64770	Chr1:37582810-37582851	7	0::1779	35::1867	175::1399	177::1408	-0.018392012611665794	0.6221658321313623	0.9989978565313636	A5SS
LOC_Os01g16060	Chr1:9043340-9043431	2	984::157	535::34	522::154	292::86	-0.07870464251697551	0.6223183888371214	0.9989978565313636	Cassette
LOC_Os03g63480	Chr3:35863232-35863313	5	16::467	2::764	70::830	75::1403	0.030515327938417963	0.6228287120836222	0.9989978565313636	A3SS
LOC_Os07g42380	Chr7:25359326-25359387	2	1175::85	897::171	703::756	603::676	0.09265204209024436	0.6233950093853514	0.9989978565313636	Cassette
LOC_Os08g07300	Chr8:4084386-4084466	8-9	53::1067	99::1021	81::211	113::227	-0.04107142857142858	0.6237887923433534	0.9989978565313636	AltEnd
LOC_Os12g01520	Chr12:315535-315589	4	1233::0	1062::0	368::65	298::113	0.0	0.6255268602720849	0.9989978565313636	A5SS
LOC_Os08g36330	Chr8:22890151-22890158	6-7	151::111	75::77	238::361	145::261	0.08291482523101651	0.6258017566225094	0.9989978565313636	A3SS
LOC_Os01g01600	Chr1:306310-306356	7	24::53	18::54	128::395	137::637	0.06168831168831168	0.6258272098364606	0.9989978565313636	A3SS
LOC_Os02g48094	Chr2:29439858-29440278	2	0::749	29::520	48::523	58::399	-0.052823315118397086	0.6259780041720506	0.9989978565313636	A3SS
LOC_Os12g12360	Chr12:6802719-6802741	6	31296::308	29567::62	22009::22276	20882::21125	-0.007665327261126786	0.6259832632592809	0.9989978565313636	A5SS
LOC_Os02g35230	Chr2:21179671-21179751	1-2	17::324	3::522	8::134	6::202	0.04413908671973188	0.6267571569027511	0.9989978565313636	AltStart
LOC_Os03g05330	Chr3:2599668-2599684	16	1414::12	1089::38	1334::1351	1080::1081	0.025284581917873528	0.6272626622740175	0.9989978565313636	A3SS
LOC_Os12g42210	Chr12:26181778-26181788	6	29::228	71::200	132::316	155::341	-0.14915215300012924	0.6281920828019985	0.9989978565313636	A3SS
LOC_Os07g39220	Chr7:23484781-23484890	2	1570::46	2496::0	2729::2595	4189::3369	-0.02846534653465349	0.628596774855027	0.9989978565313636	A3SS
LOC_Os09g37240	Chr9:21512931-21512993	15	826::15	510::46	321::572	295::380	0.06526537779412889	0.6302599900543845	0.9989978565313636	Cassette
LOC_Os03g15580	Chr3:8582908-8582983	16-17	49::416	25::483	87::709	73::764	0.05616374566082465	0.6303915811724707	0.9989978565313636	Cassette
LOC_Os10g16440	Chr10:8197909-8197952	5	2199::126	2177::71	2522::2306	2441::2102	-0.022609918493858294	0.6307844868475109	0.9989978565313636	A3SS
LOC_Os01g10150	Chr1:5329300-5329306	15	6001::8	7212::8	2514::4822	2997::4718	-2.2330308784290764E-4	0.6309581683070609	0.9989978565313636	A5SS
LOC_Os02g26294	Chr2:15445753-15445916	1	828::146	606::38	653::692	463::386	-0.09093689615017608	0.631602767024828	0.9989978565313636	A5SS
LOC_Os01g31690	Chr1:17349774-17349787	2	1006::9	757::1	794::1841	630::2369	-0.0075477338601713795	0.6316411673124225	0.9989978565313636	A3SS
LOC_Os04g38780	Chr4:23045814-23046056	1-2	93::0	197::0	829::177	1100::357	0.0	0.6316431185418294	0.9989978565313636	AltStart
LOC_Os03g10540	Chr3:5378924-5378933	5	272::39	471::175	266::204	514::512	0.14549590355688735	0.6317590360521675	0.9989978565313636	A3SS
LOC_Os07g08050	Chr7:4086799-4086818	15	489::282	377::322	472::702	379::668	0.0948993281118663	0.6321440406139913	0.9989978565313636	A5SS
LOC_Os01g48680	Chr1:27911238-27911313	14-15	109::1605	25::1082	82::1589	31::1046	0.04103075542674682	0.6324182190330039	0.9989978565313636	Cassette
LOC_Os03g24950	Chr3:14234778-14234805	5	1084::386	449::167	621::1093	273::483	0.008518862090290624	0.6326145373419897	0.9989978565313636	Cassette
LOC_Os04g46310	Chr4:27454918-27455013	31-32	2406::0	2228::0	1063::1524	1055::1152	0.0	0.6329264188720748	0.9989978565313636	Cassette
LOC_Os09g28480	Chr9:17327061-17327532	3	313::8	318::19	214::68	196::25	0.031457703578394614	0.6330613772886385	0.9989978565313636	A3SS
LOC_Os12g02750	Chr12:972456-972481	3	16::409	50::382	62::465	106::484	-0.07809368191721133	0.6334628365003949	0.9989978565313636	A3SS
LOC_Os05g34790	Chr5:20646877-20646904	4	937::138	764::167	2022::1951	1837::1835	0.05100492094022435	0.6343973303731559	0.9989978565313636	A3SS
LOC_Os06g02510	Chr6:869647-869741	1	50::53	52::99	78::5472	76::5718	0.14098652428171876	0.6344790986769303	0.9989978565313636	A5SS
LOC_Os11g17600	Chr11:9798881-9798891	5-6	6::62	15::45	38::84	40::67	-0.16176470588235292	0.6350688915858826	0.9989978565313636	A5SS
LOC_Os06g08005	Chr6:3881756-3881827	10	1599::12	1812::8	20::14	23::14	-0.004281850640104334	0.6358272332166238	0.9989978565313636	Cassette
LOC_Os03g39530	Chr3:21954794-21954863	before first	633::18	673::43	333::199	372::227	0.030620202906812444	0.6361962897661667	0.9989978565313636	Cassette
LOC_Os04g41260	Chr4:24485982-24485987	12	450::705	379::830	883::1051	880::1049	0.07612817290236645	0.6366946154438355	0.9989978565313636	A5SS
LOC_Os01g45620	Chr1:25919268-25919274	8	0::482	18::317	305::569	215::398	-0.05373134328358209	0.6370388000001654	0.9989978565313636	A5SS
LOC_Os08g05690	Chr8:3063213-3063237	12	25::82	8::166	110::196	110::216	0.18766784831883124	0.6373038253271712	0.9989978565313636	A5SS
LOC_Os02g48730	Chr2:29829930-29830067	5	1369::8	1079::4	1463::519	1254::653	-0.0021162871632699476	0.6374614558558461	0.9989978565313636	A3SS
LOC_Os06g16390	Chr6:9356936-9356956	8	1119::89	1405::42	1115::922	1396::1162	-0.04464992654361388	0.6376330951580927	0.9989978565313636	A5SS
LOC_Os07g22390	Chr7:12568849-12568950	8-9	350::1558	100::1416	1942::2305	1330::1867	0.1173790032217893	0.6379100008741331	0.9989978565313636	Cassette
